snapshot_date,floor_open_sol,floor_high_sol,floor_low_sol,floor_close_sol,listed_count
2023-08-29,0.737,0.737,0.7,0.7,412
2023-08-30,0.7,0.7,0.7,0.7,412
2023-08-31,0.7,0.7,0.7,0.7,427
2023-09-01,0.7,0.7,0.7,0.7,433
2023-09-02,0.7,0.7,0.7,0.7,432
2023-09-03,0.7,0.7,0.65,0.7,431
2023-09-04,0.7,0.7,0.6,0.6,433
2023-09-05,0.6,0.6,0.6,0.6,434
2023-09-06,0.6,0.6,0.57,0.6,431
2023-09-07,0.6,0.6,0.58,0.58,449
2023-09-08,0.58,0.6,0.58,0.6,450
2023-09-09,0.6,0.6,0.5,0.6,448
2023-09-10,0.6,0.75,0.55,0.65,423
2023-09-11,0.65,0.65,0.65,0.65,423
2023-09-12,0.65,0.65,0.64,0.64,424
2023-09-13,0.64,0.64,0.64,0.64,423
2023-09-14,0.64,0.64,0.64,0.64,429
2023-09-15,0.64,0.64,0.64,0.64,429
2023-09-16,0.64,0.64,0.64,0.64,429
2023-09-17,0.64,0.64,0.639,0.639,430
2023-09-18,0.639,0.639,0.639,0.639,431
2023-09-19,0.639,0.639,0.639,0.639,428
2023-09-20,0.639,0.639,0.639,0.639,421
2023-09-21,0.639,0.639,0.639,0.639,418
2023-09-22,0.639,0.639,0.639,0.639,416
2023-09-23,0.639,0.639,0.639,0.639,417
2023-09-24,0.639,0.639,0.639,0.639,422
2023-09-25,0.639,0.639,0.639,0.639,419
2023-09-26,0.639,0.639,0.639,0.639,418
2023-09-27,0.639,0.639,0.639,0.639,418
2023-09-28,0.639,0.639,0.639,0.639,415
2023-09-29,0.639,0.639,0.639,0.639,415
2023-09-30,0.639,0.639,0.639,0.639,415
2023-10-01,0.639,0.639,0.639,0.639,415
2023-10-02,0.639,0.639,0.639,0.639,424
2023-10-03,0.639,0.639,0.639,0.639,424
2023-10-04,0.639,0.639,0.639,0.639,424
2023-10-05,0.639,0.639,0.639,0.639,424
2023-10-06,0.639,0.639,0.5,0.5,428
2023-10-07,0.5,0.639,0.5,0.6389,422
2023-10-08,0.6389,0.6389,0.6389,0.6389,422
2023-10-09,0.6389,0.6389,0.6389,0.6389,422
2023-10-10,0.6389,0.6389,0.6389,0.6389,422
2023-10-11,0.6389,0.6389,0.5999,0.5999,424
2023-10-12,0.5999,0.5999,0.5999,0.5999,424
2023-10-13,0.5999,0.5999,0.5999,0.5999,423
2023-10-14,0.5999,0.5999,0.5999,0.5999,422
2023-10-15,0.5999,0.5999,0.5999,0.5999,419
2023-10-16,0.5999,0.5999,0.5499,0.5499,428
2023-10-17,0.5499,0.5499,0.5499,0.5499,429
2023-10-18,0.5499,0.5499,0.549,0.5499,430
2023-10-19,0.5499,0.5499,0.4799,0.4799,437
2023-10-20,0.4799,0.4799,0.4799,0.4799,442
2023-10-21,0.4799,0.4799,0.44,0.44,607
2023-10-22,0.44,0.44,0.44,0.44,707
2023-10-23,0.44,0.44,0.44,0.44,706
2023-10-24,0.44,0.44,0.399,0.399,705
2023-10-25,0.399,0.399,0.399,0.399,706
2023-10-26,0.399,0.399,0.399,0.399,705
2023-10-27,0.399,0.399,0.399,0.399,704
2023-10-28,0.399,0.41,0.399,0.41,702
2023-10-29,0.41,0.41,0.41,0.41,702
2023-10-30,0.41,0.41,0.2,0.4,701
2023-10-31,0.4,0.4,0.399,0.399,707
2023-11-01,0.399,0.399,0.25,0.399,449
2023-11-02,0.399,0.399,0.2999,0.2999,464
2023-11-03,0.2999,0.2999,0.25,0.25,459
2023-11-04,0.25,0.25,0.225,0.225,461
2023-11-05,0.225,0.225,0.225,0.225,456
2023-11-06,0.225,0.225,0.19,0.19,456
2023-11-07,0.19,0.23,0.1,0.1,492
2023-11-08,0.1,0.16,0.1,0.16,463
2023-11-09,0.16,0.16,0.128,0.1599,456
2023-11-10,0.1599,0.16,0.1599,0.16,455
2023-11-11,0.16,0.23,0.1089,0.23,452
2023-11-12,0.23,0.23,0.2,0.23,450
2023-11-13,0.23,0.23,0.23,0.23,447
2023-11-14,0.23,0.23,0.1,0.23,443
2023-11-15,0.23,0.23,0.1699,0.199,443
2023-11-16,0.199,0.23,0.1939,0.23,437
2023-11-17,0.23,0.23,0.22,0.22,437
2023-11-18,0.22,0.22,0.22,0.22,437
2023-11-19,0.22,0.22,0.22,0.22,438
2023-11-20,0.22,0.22,0.21,0.21,437
2023-11-21,0.21,0.21,0.2,0.2,440
2023-11-22,0.2,0.2,0.2,0.2,440
2023-11-23,0.2,0.205,0.2,0.205,437
2023-11-24,0.205,0.205,0.2,0.2,446
2023-11-25,0.2,0.2,0.2,0.2,446
2023-11-26,0.2,0.2,0.2,0.2,447
2023-11-27,0.2,0.2,0.18,0.18,449
2023-11-28,0.18,0.18,0.18,0.18,456
2023-11-29,0.18,0.3,0.18,0.3,408
2023-11-30,0.3,1.3,0.3,0.6799,358
2023-12-01,0.6799,0.9499,0.6799,0.8,451
2023-12-02,0.8,0.8,0.5989,0.689,415
2023-12-03,0.689,0.7,0.55,0.7,415
2023-12-04,0.7,0.7,0.5,0.61,418
2023-12-05,0.61,1.47,0.61,1.38,361
2023-12-06,1.38,1.47,1.0,1.19,371
2023-12-07,1.19,1.19,0.91,1.03,370
2023-12-08,1.03,1.28,0.9999,1.185,387
2023-12-09,1.185,1.185,0.9899,0.99,432
2023-12-10,0.99,0.99,0.77,0.79,465
2023-12-11,0.79,0.79,0.5499,0.5499,486
2023-12-12,0.5499,0.5499,0.4,0.535,493
2023-12-13,0.535,0.535,0.5349,0.5349,493
2023-12-14,0.5349,0.55,0.5349,0.545,486
2023-12-15,0.545,0.545,0.545,0.545,488
2023-12-16,0.545,0.545,0.54,0.54,510
2023-12-17,0.54,0.75,0.51,0.6489,493
2023-12-18,0.6489,0.6489,0.4989,0.4989,502
2023-12-19,0.4989,0.5999,0.4949,0.5999,509
2023-12-20,0.5999,0.7,0.5999,0.6989,484
2023-12-21,0.6989,0.6989,0.6939,0.6939,493
2023-12-22,0.6939,0.6939,0.5999,0.5999,507
2023-12-23,0.5999,0.5999,0.5665,0.5665,507
2023-12-24,0.5665,0.5665,0.4889,0.4889,504
2023-12-25,0.4889,0.4889,0.4499,0.46,505
2023-12-26,0.46,0.46,0.44,0.4511,506
2023-12-27,0.4511,0.4511,0.4511,0.4511,507
2023-12-28,0.4511,0.48,0.45,0.45,506
2023-12-29,0.45,0.45,0.42,0.42,505
2023-12-30,0.42,0.42,0.39,0.42,493
2023-12-31,0.42,0.42,0.42,0.42,484
2024-01-01,0.42,0.6969,0.41,0.69,454
2024-01-02,0.69,0.99,0.69,0.8799,435
2024-01-03,0.8799,0.88,0.83,0.88,438
2024-01-04,0.88,0.88,0.85,0.85,447
2024-01-05,0.85,0.85,0.8,0.8,441
2024-01-06,0.8,0.9,0.8,0.8,452
2024-01-07,0.8,0.8,0.75,0.75,454
2024-01-08,0.75,0.75,0.7,0.75,454
2024-01-09,0.75,0.75,0.7,0.7,457
2024-01-10,0.7,0.71,0.695,0.71,459
2024-01-11,0.71,0.71,0.689,0.689,462
2024-01-12,0.689,0.689,0.5499,0.5499,463
2024-01-13,0.5499,0.5499,0.5499,0.5499,459
2024-01-14,0.5499,0.71,0.5099,0.7,454
2024-01-15,0.7,0.7,0.5999,0.5999,457
2024-01-16,0.5999,0.65,0.4999,0.5999,457
2024-01-17,0.5999,0.71,0.5999,0.71,440
2024-01-18,0.71,0.71,0.699,0.699,445
2024-01-19,0.699,0.699,0.69,0.69,440
2024-01-20,0.69,0.69,0.6799,0.6799,444
2024-01-21,0.6799,0.6799,0.6799,0.6799,444
2024-01-22,0.6799,0.79,0.6799,0.77,424
2024-01-23,0.77,0.77,0.69,0.69,432
2024-01-24,0.69,0.69,0.666,0.666,430
2024-01-25,0.666,0.666,0.66,0.66,433
2024-01-26,0.66,0.66,0.6499,0.6499,433
2024-01-27,0.6499,0.6499,0.6499,0.6499,429
2024-01-28,0.6499,0.6499,0.6199,0.6199,433
2024-01-29,0.6199,0.6199,0.5899,0.5899,432
2024-01-30,0.5899,0.5899,0.5899,0.5899,433
2024-01-31,0.5899,0.5899,0.47,0.5899,434
2024-02-01,0.5899,0.5899,0.5699,0.5699,432
2024-02-02,0.5699,0.5699,0.5499,0.5499,433
2024-02-03,0.5499,0.55,0.5399,0.55,435
2024-02-04,0.55,0.55,0.467,0.55,440
2024-02-05,0.55,0.55,0.55,0.55,438
2024-02-06,0.55,0.55,0.5499,0.5499,437
2024-02-07,0.5499,0.5499,0.5499,0.5499,437
2024-02-08,0.5499,0.5499,0.5499,0.5499,437
2024-02-09,0.5499,0.5499,0.4999,0.5,437
2024-02-10,0.5,0.5499,0.5,0.549,439
2024-02-11,0.549,0.549,0.549,0.549,439
2024-02-12,0.549,0.75,0.549,0.69,432
2024-02-13,0.69,0.69,0.6799,0.68,428
2024-02-14,0.68,0.68,0.6737,0.6737,439
2024-02-15,0.6737,0.6737,0.6737,0.6737,441
2024-02-16,0.6737,0.6737,0.4809,0.6099,448
2024-02-17,0.6099,0.6099,0.6099,0.6099,447
2024-02-18,0.6099,0.6099,0.5999,0.5999,450
2024-02-19,0.5999,0.5999,0.5999,0.5999,451
2024-02-20,0.5999,0.5999,0.5199,0.5199,453
2024-02-21,0.5199,0.6737,0.5199,0.64,440
2024-02-22,0.64,0.64,0.64,0.64,437
2024-02-23,0.64,0.64,0.59,0.6,443
2024-02-24,0.6,0.64,0.6,0.64,445
2024-02-25,0.64,0.64,0.5,0.634,451
2024-02-26,0.634,0.634,0.6163,0.6163,456
2024-02-27,0.6163,0.6163,0.5,0.6043,462
2024-02-28,0.6043,0.6043,0.5987,0.5987,475
2024-02-29,0.5987,0.5987,0.4999,0.4999,471
2024-03-01,0.4999,0.4999,0.4999,0.4999,474
2024-03-02,0.4999,0.4999,0.4,0.4999,476
2024-03-03,0.4999,0.64,0.4902,0.64,456
2024-03-04,0.64,0.64,0.5799,0.5799,458
2024-03-05,0.5799,0.5799,0.55,0.55,469
2024-03-06,0.55,0.55,0.4372,0.5199,467
2024-03-07,0.5199,0.5199,0.3899,0.3899,495
2024-03-08,0.3899,0.39,0.3599,0.39,493
2024-03-09,0.39,0.39,0.369,0.39,492
2024-03-10,0.39,0.39,0.37,0.38,504
2024-03-11,0.38,0.38,0.27,0.37,503
2024-03-12,0.37,0.37,0.35,0.35,513
2024-03-13,0.35,0.35,0.3,0.34,514
2024-03-14,0.34,0.34,0.3,0.3,501
2024-03-15,0.3,0.3,0.2899,0.2899,497
2024-03-16,0.2899,0.3,0.2799,0.2799,500
2024-03-17,0.2799,0.3,0.2799,0.29,497
2024-03-18,0.29,0.29,0.2799,0.28,497
2024-03-19,0.28,0.28,0.28,0.28,498
2024-03-20,0.28,0.28,0.25,0.279,490
2024-03-21,0.279,0.279,0.2764,0.2764,491
2024-03-22,0.2764,0.2764,0.25,0.25,505
2024-03-23,0.25,0.25,0.25,0.25,505
2024-03-24,0.25,0.25,0.25,0.25,507
2024-03-25,0.25,0.25,0.25,0.25,489
2024-03-26,0.25,0.2764,0.25,0.27,490
2024-03-27,0.27,0.27,0.27,0.27,490
2024-03-28,0.27,0.27,0.266,0.266,490
2024-03-29,0.266,0.266,0.266,0.266,491
2024-03-30,0.266,0.266,0.19,0.266,492
2024-03-31,0.266,0.266,0.25,0.25,493
2024-04-01,0.25,0.25,0.22,0.22,513
2024-04-02,0.22,0.22,0.22,0.22,509
2024-04-03,0.22,0.22,0.217,0.217,513
2024-04-04,0.217,0.217,0.217,0.217,511
2024-04-05,0.217,0.22,0.217,0.22,516
2024-04-06,0.22,0.22,0.22,0.22,515
2024-04-07,0.22,0.22,0.22,0.22,511
2024-04-08,0.22,0.22,0.22,0.22,508
2024-04-09,0.22,0.22,0.21,0.21,507
2024-04-10,0.21,0.21,0.21,0.21,504
2024-04-11,0.21,0.21,0.21,0.21,502
2024-04-12,0.21,0.21,0.21,0.21,507
2024-04-13,0.21,0.21,0.2,0.2,507
2024-04-14,0.2,0.2,0.2,0.2,506
2024-04-15,0.2,0.2,0.19,0.2,505
2024-04-16,0.2,0.2,0.199,0.2,505
2024-04-17,0.2,0.21,0.2,0.21,503
2024-04-18,0.21,0.21,0.19,0.19,505
2024-04-19,0.19,0.21,0.19,0.21,505
2024-04-20,0.21,0.21,0.21,0.21,503
2024-04-21,0.21,0.21,0.21,0.21,502
2024-04-22,0.21,0.21,0.21,0.21,502
2024-04-23,0.21,0.21,0.21,0.21,503
2024-04-24,0.21,0.21,0.21,0.21,501
2024-04-25,0.21,0.21,0.21,0.21,495
2024-04-26,0.21,0.21,0.21,0.21,528
2024-04-27,0.21,0.21,0.21,0.21,528
2024-04-28,0.21,0.21,0.21,0.21,530
2024-04-29,0.21,0.21,0.2,0.2,533
2024-04-30,0.2,0.2,0.2,0.2,533
2024-05-01,0.2,0.2,0.2,0.2,534
2024-05-02,0.2,0.2,0.2,0.2,534
2024-05-03,0.2,0.2,0.2,0.2,534
2024-05-04,0.2,0.2,0.2,0.2,534
2024-05-05,0.2,0.2,0.1999,0.1999,536
2024-05-06,0.1999,0.1999,0.1963,0.1963,536
2024-05-07,0.1963,0.1963,0.1959,0.1959,536
2024-05-08,0.1959,0.1959,0.1959,0.1959,536
2024-05-09,0.1959,0.1959,0.1929,0.1939,536
2024-05-10,0.1939,0.1939,0.1939,0.1939,536
2024-05-11,0.1939,0.1939,0.1939,0.1939,536
2024-05-12,0.1939,0.1939,0.1922,0.1922,536
2024-05-13,0.1922,0.1922,0.1889,0.1889,535
2024-05-14,0.1889,0.1889,0.1889,0.1889,537
2024-05-15,0.1889,0.1889,0.1889,0.1889,537
2024-05-16,0.1889,0.1889,0.1889,0.1889,539
2024-05-17,0.1889,0.1889,0.1889,0.1889,537
2024-05-18,0.1889,0.1889,0.1739,0.1739,536
2024-05-19,0.1739,0.1739,0.165,0.165,536
2024-05-20,0.165,0.165,0.165,0.165,536
2024-05-21,0.165,0.1922,0.16,0.1922,532
2024-05-22,0.1922,0.1922,0.1922,0.1922,536
2024-05-23,0.1922,0.1922,0.1889,0.1889,535
2024-05-24,0.1889,0.1889,0.1889,0.1889,536
2024-05-25,0.1889,0.1889,0.1035,0.1889,536
2024-05-26,0.1889,0.1889,0.1872,0.1872,542
2024-05-27,0.1872,0.1872,0.1872,0.1872,542
2024-05-28,0.1872,0.1872,0.1783,0.1783,542
2024-05-29,0.1783,0.1783,0.1783,0.1783,542
2024-05-30,0.1783,0.1783,0.1783,0.1783,542
2024-05-31,0.1783,0.18,0.1783,0.18,557
2024-06-01,0.18,0.18,0.18,0.18,557
2024-06-02,0.18,0.18,0.17,0.17,559
2024-06-03,0.17,0.17,0.1684,0.1684,561
2024-06-04,0.1684,0.1684,0.1684,0.1684,561
2024-06-05,0.1684,0.1684,0.1684,0.1684,560
2024-06-06,0.1684,0.1684,0.1659,0.1659,560
2024-06-07,0.1659,0.1659,0.1614,0.1614,558
2024-06-08,0.1614,0.1922,0.1614,0.1922,554
2024-06-09,0.1922,0.1922,0.1886,0.1886,560
2024-06-10,0.1886,0.1886,0.1669,0.1692,556
2024-06-11,0.1692,0.1692,0.1692,0.1692,555
2024-06-12,0.1692,0.1692,0.1692,0.1692,557
2024-06-13,0.1692,0.1692,0.1677,0.1677,555
2024-06-14,0.1677,0.1922,0.1677,0.1922,545
2024-06-15,0.1922,0.1922,0.1922,0.1922,545
2024-06-16,0.1922,0.1922,0.1922,0.1922,545
2024-06-17,0.1922,0.1922,0.18,0.18,546
2024-06-18,0.18,0.18,0.18,0.18,547
2024-06-19,0.18,0.18,0.18,0.18,547
2024-06-20,0.18,0.18,0.18,0.18,549
2024-06-21,0.18,0.18,0.18,0.18,549
2024-06-22,0.18,0.18,0.18,0.18,549
2024-06-23,0.18,0.1922,0.18,0.1922,547
2024-06-24,0.1922,0.1922,0.1922,0.1922,547
2024-06-25,0.1922,0.1922,0.1922,0.1922,547
2024-06-26,0.1922,0.1922,0.1922,0.1922,547
2024-06-27,0.1922,0.1922,0.1922,0.1922,547
2024-06-28,0.1922,0.1922,0.1922,0.1922,547
2024-06-29,0.1922,0.1922,0.1922,0.1922,547
2024-06-30,0.1922,0.1922,0.1922,0.1922,547
2024-07-01,0.1922,0.1922,0.1922,0.1922,547
2024-07-02,0.1922,0.1922,0.1922,0.1922,546
2024-07-03,0.1922,0.1922,0.1922,0.1922,545
2024-07-04,0.1922,0.1922,0.1922,0.1922,546
2024-07-05,0.1922,0.1922,0.1922,0.1922,545
2024-07-06,0.1922,0.1922,0.1922,0.1922,545
2024-07-07,0.1922,0.1922,0.1922,0.1922,545
2024-07-08,0.1922,0.1922,0.1922,0.1922,545
2024-07-09,0.1922,0.1922,0.1922,0.1922,542
2024-07-10,0.1922,0.1922,0.1922,0.1922,542
2024-07-11,0.1922,0.1922,0.1922,0.1922,542
2024-07-12,0.1922,0.1922,0.1922,0.1922,542
2024-07-13,0.1922,0.1922,0.1922,0.1922,542
2024-07-14,0.1922,0.1922,0.1922,0.1922,541
2024-07-15,0.1922,0.1922,0.1922,0.1922,543
2024-07-16,0.1922,0.1922,0.1922,0.1922,543
2024-07-17,0.1922,0.1922,0.1922,0.1922,543
2024-07-18,0.1922,0.1922,0.1922,0.1922,543
2024-07-19,0.1922,0.1922,0.1922,0.1922,543
2024-07-20,0.1922,0.1922,0.1922,0.1922,543
2024-07-21,0.1922,0.1922,0.1922,0.1922,543
2024-07-22,0.1922,0.1922,0.1922,0.1922,543
2024-07-23,0.1922,0.1922,0.1922,0.1922,543
2024-07-24,0.1922,0.1922,0.19,0.19,544
2024-07-25,0.19,0.1922,0.19,0.1922,542
2024-07-26,0.1922,0.1922,0.1922,0.1922,539
2024-07-27,0.1922,0.1922,0.19,0.19,540
2024-07-28,0.19,0.19,0.19,0.19,540
2024-07-29,0.19,0.19,0.19,0.19,540
2024-07-30,0.19,0.19,0.19,0.19,539
2024-07-31,0.19,0.19,0.18,0.18,540
2024-08-01,0.18,0.18,0.18,0.18,540
2024-08-02,0.18,0.18,0.18,0.18,540
2024-08-03,0.18,0.1922,0.18,0.1922,538
2024-08-04,0.1922,0.1922,0.1922,0.1922,538
2024-08-05,0.1922,0.1922,0.1922,0.1922,538
2024-08-06,0.1922,0.1922,0.1922,0.1922,538
2024-08-07,0.1922,0.1922,0.1922,0.1922,544
2024-08-08,0.1922,0.1922,0.1922,0.1922,544
2024-08-09,0.1922,0.1922,0.19,0.1922,544
2024-08-10,0.1922,0.1922,0.17,0.1922,511
2024-08-11,0.1922,0.1922,0.1921,0.1921,512
2024-08-12,0.1921,0.1921,0.1921,0.1921,512
2024-08-13,0.1921,0.1921,0.1921,0.1921,513
2024-08-14,0.1921,0.1921,0.1921,0.1921,513
2024-08-15,0.1921,0.1921,0.1921,0.1921,513
2024-08-16,0.1921,0.1921,0.1921,0.1921,513
2024-08-17,0.1921,0.1921,0.185,0.185,513
2024-08-18,0.185,0.1921,0.185,0.1921,512
2024-08-19,0.1921,0.1921,0.1921,0.1921,512
2024-08-20,0.1921,0.1921,0.192,0.192,514
2024-08-21,0.192,0.192,0.192,0.192,514
2024-08-22,0.192,0.192,0.192,0.192,511
2024-08-23,0.192,0.192,0.189,0.189,511
2024-08-24,0.189,0.189,0.189,0.189,511
2024-08-25,0.189,0.189,0.189,0.189,511
2024-08-26,0.189,0.189,0.189,0.189,511
2024-08-27,0.189,0.192,0.189,0.192,510
2024-08-28,0.192,0.192,0.192,0.192,510
2024-08-29,0.192,0.192,0.192,0.192,510
2024-08-30,0.192,0.192,0.18,0.18,510
2024-08-31,0.18,0.192,0.18,0.192,509
2024-09-01,0.192,0.192,0.192,0.192,509
2024-09-02,0.192,0.192,0.18,0.18,513
2024-09-03,0.18,0.18,0.18,0.18,513
2024-09-04,0.18,0.18,0.18,0.18,513
2024-09-05,0.18,0.18,0.18,0.18,513
2024-09-06,0.18,0.18,0.18,0.18,513
2024-09-07,0.18,0.18,0.18,0.18,514
2024-09-08,0.18,0.19,0.18,0.19,512
2024-09-09,0.19,0.19,0.19,0.19,512
2024-09-10,0.19,0.19,0.19,0.19,512
2024-09-11,0.19,0.19,0.17,0.17,514
2024-09-12,0.17,0.17,0.17,0.17,515
2024-09-13,0.17,0.17,0.17,0.17,515
2024-09-14,0.17,0.17,0.17,0.17,520
2024-09-15,0.17,0.192,0.17,0.192,515
2024-09-16,0.192,0.192,0.192,0.192,517
2024-09-17,0.192,0.192,0.192,0.192,524
2024-09-18,0.192,0.192,0.1902,0.1902,526
2024-09-19,0.1902,0.1902,0.1902,0.1902,525
2024-09-20,0.1902,0.1902,0.18,0.18,543
2024-09-21,0.18,0.18,0.18,0.18,544
2024-09-22,0.18,0.18,0.18,0.18,544
2024-09-23,0.18,0.18,0.17,0.17,545
2024-09-24,0.17,0.17,0.17,0.17,545
2024-09-25,0.17,0.18,0.17,0.18,526
2024-09-26,0.18,0.18,0.18,0.18,526
2024-09-27,0.18,0.18,0.18,0.18,526
2024-09-28,0.18,0.192,0.18,0.192,524
2024-09-29,0.192,0.192,0.16,0.192,520
2024-09-30,0.192,0.192,0.16,0.16,525
2024-10-01,0.16,0.16,0.16,0.16,524
2024-10-02,0.16,0.16,0.16,0.16,524
2024-10-03,0.16,0.16,0.16,0.16,524
2024-10-04,0.16,0.18,0.16,0.18,521
2024-10-05,0.18,0.18,0.18,0.18,521
2024-10-06,0.18,0.18,0.18,0.18,522
2024-10-07,0.18,0.18,0.179,0.179,524
2024-10-08,0.179,0.179,0.179,0.179,524
2024-10-09,0.179,0.179,0.179,0.179,525
2024-10-10,0.179,0.179,0.179,0.179,525
2024-10-11,0.179,0.179,0.178,0.178,525
2024-10-12,0.178,0.178,0.178,0.178,525
2024-10-13,0.178,0.178,0.178,0.178,524
2024-10-14,0.178,0.178,0.17,0.17,529
2024-10-15,0.17,0.17,0.17,0.17,530
2024-10-16,0.17,0.178,0.15,0.175,529
2024-10-17,0.175,0.175,0.175,0.175,549
2024-10-18,0.175,0.175,0.175,0.175,548
2024-10-19,0.175,0.175,0.175,0.175,547
2024-10-20,0.175,0.175,0.175,0.175,547
2024-10-21,0.175,0.175,0.175,0.175,542
2024-10-22,0.175,0.175,0.175,0.175,542
2024-10-23,0.175,0.175,0.175,0.175,523
2024-10-24,0.175,0.175,0.175,0.175,525
2024-10-25,0.175,0.175,0.175,0.175,524
2024-10-26,0.175,0.175,0.175,0.175,528
2024-10-27,0.175,0.175,0.155,0.155,534
2024-10-28,0.155,0.155,0.155,0.155,534
2024-10-29,0.155,0.155,0.12,0.155,529
2024-10-30,0.155,0.155,0.154,0.154,529
2024-10-31,0.154,0.154,0.154,0.154,529
2024-11-01,0.154,0.154,0.154,0.154,529
2024-11-02,0.154,0.154,0.154,0.154,529
2024-11-03,0.154,0.154,0.1524,0.1524,541
2024-11-04,0.1524,0.1524,0.1524,0.1524,541
2024-11-05,0.1524,0.1524,0.15,0.15,543
2024-11-06,0.15,0.15,0.1285,0.129,540
2024-11-07,0.129,0.129,0.129,0.129,538
2024-11-08,0.129,0.129,0.1,0.129,537
2024-11-09,0.129,0.129,0.124,0.124,537
2024-11-10,0.124,0.129,0.124,0.129,534
2024-11-11,0.129,0.129,0.127,0.127,537
2024-11-12,0.127,0.127,0.11,0.127,536
2024-11-13,0.127,0.127,0.127,0.127,542
2024-11-14,0.127,0.127,0.127,0.127,542
2024-11-15,0.127,0.127,0.125,0.125,542
2024-11-16,0.125,0.125,0.105,0.125,542
2024-11-17,0.125,0.125,0.124,0.124,543
2024-11-18,0.124,0.124,0.124,0.124,543
2024-11-19,0.124,0.124,0.12,0.12,544
2024-11-20,0.12,0.12,0.12,0.12,549
2024-11-21,0.12,0.12,0.12,0.12,548
2024-11-22,0.12,0.12,0.1188,0.1188,547
2024-11-23,0.1188,0.1188,0.11,0.11,546
2024-11-24,0.11,0.124,0.11,0.124,541
2024-11-25,0.124,0.124,0.124,0.124,537
2024-11-26,0.124,0.124,0.12,0.12,547
2024-11-27,0.12,0.12,0.12,0.12,547
2024-11-28,0.12,0.12,0.117,0.117,546
2024-11-29,0.117,0.117,0.117,0.117,546
2024-11-30,0.117,0.117,0.117,0.117,546
2024-12-01,0.117,0.117,0.117,0.117,548
2024-12-02,0.117,0.117,0.117,0.117,548
2024-12-03,0.117,0.117,0.117,0.117,547
2024-12-04,0.117,0.117,0.117,0.117,547
2024-12-05,0.117,0.117,0.1165,0.1165,552
2024-12-06,0.1165,0.1165,0.1165,0.1165,553
2024-12-07,0.1165,0.1165,0.1165,0.1165,552
2024-12-08,0.1165,0.1165,0.1165,0.1165,552
2024-12-09,0.1165,0.1165,0.1165,0.1165,552
2024-12-10,0.1165,0.1165,0.1165,0.1165,551
2024-12-11,0.1165,0.1165,0.115,0.115,552
2024-12-12,0.115,0.115,0.114,0.114,552
2024-12-13,0.114,0.114,0.114,0.114,552
2024-12-14,0.114,0.114,0.114,0.114,552
2024-12-15,0.114,0.114,0.114,0.114,552
2024-12-17,0.114,0.114,0.114,0.114,552
2024-12-18,0.114,0.114,0.114,0.114,552
2024-12-19,0.114,0.114,0.114,0.114,554
2024-12-20,0.114,0.114,0.114,0.114,554
2024-12-21,0.114,0.114,0.114,0.114,554
2024-12-22,0.114,0.114,0.114,0.114,554
2024-12-23,0.114,0.114,0.114,0.114,554
2024-12-24,0.114,0.114,0.114,0.114,553
2024-12-25,0.114,0.114,0.11,0.114,550
2024-12-26,0.114,0.114,0.114,0.114,550
2024-12-27,0.114,0.114,0.114,0.114,553
2024-12-28,0.114,0.114,0.1128,0.1128,552
2024-12-29,0.1128,0.1128,0.1128,0.1128,551
2024-12-30,0.1128,0.1128,0.1128,0.1128,550
2024-12-31,0.1128,0.1128,0.1128,0.1128,549
2025-01-01,0.1128,0.1128,0.1128,0.1128,549
2025-01-02,0.1128,0.1128,0.1128,0.1128,549
2025-01-03,0.1128,0.1128,0.1128,0.1128,549
2025-01-04,0.1128,0.1128,0.1128,0.1128,548
2025-01-05,0.1128,0.1128,0.1128,0.1128,548
2025-01-06,0.1128,0.1128,0.1128,0.1128,548
2025-01-07,0.1128,0.1128,0.11,0.1128,547
2025-01-08,0.1128,0.1128,0.1128,0.1128,547
2025-01-09,0.1128,0.1128,0.1128,0.1128,547
2025-01-10,0.1128,0.1128,0.1128,0.1128,547
2025-01-11,0.1128,0.1128,0.1128,0.1128,547
2025-01-12,0.1128,0.1128,0.1128,0.1128,548
2025-01-13,0.1128,0.1128,0.1128,0.1128,547
2025-01-14,0.1128,0.1128,0.1128,0.1128,545
2025-01-15,0.1128,0.1128,0.1128,0.1128,533
2025-01-16,0.1128,0.1128,0.1128,0.1128,532
2025-01-17,0.1128,0.1128,0.1128,0.1128,530
2025-01-18,0.1128,0.1128,0.1128,0.1128,529
2025-01-19,0.1128,0.1128,0.1128,0.1128,529
2025-01-20,0.1128,0.1128,0.1128,0.1128,530
2025-01-21,0.1128,0.1128,0.1128,0.1128,528
2025-01-22,0.1128,0.1128,0.1128,0.1128,526
2025-01-23,0.1128,0.1128,0.1128,0.1128,526
2025-01-24,0.1128,0.1128,0.1128,0.1128,525
2025-01-25,0.1128,0.1128,0.1128,0.1128,526
2025-01-26,0.1128,0.1128,0.1128,0.1128,524
2025-01-27,0.1128,0.1128,0.1128,0.1128,524
2025-01-28,0.1128,0.1128,0.1128,0.1128,526
2025-01-29,0.1128,0.1128,0.1128,0.1128,526
2025-01-30,0.1128,0.1128,0.109,0.109,528
2025-01-31,0.109,0.109,0.109,0.109,529
2025-02-01,0.109,0.109,0.109,0.109,529
2025-02-02,0.109,0.109,0.104,0.104,531
2025-02-03,0.104,0.104,0.104,0.104,527
2025-02-04,0.104,0.104,0.104,0.104,528
2025-02-05,0.104,0.104,0.104,0.104,528
